ID,MARKETING_CODE,STATUS_PANTINUM,STATUS_GOLD,STATUS_SILVER,NUM_DEAL,LAST_DEAL,ADVANCE_PURCHASE,FARE_L_Y1,FARE_L_Y2,FARE_L_Y3,FARE_L_Y4,FARE_L_Y5,KM_L_Y1,KM_L_Y2,KM_L_Y3,KM_L_Y4,KM_L_Y5,CHANGE_CAR,DELAYED_CAR,CALL_CENTER_FLAG,VIP_SERVICE,BUYER_FLAG
15369,3,0,0,0,1,164,22,191,191,184,171,164,159.3,182.9,156.6,152.3,135.9,0,0,0,0,0
15370,3,0,0,0,3,52,13,155,147,139,143,150,135.6,134,74.1,99.5,129.6,0,0,0,0,0
15371,3,0,0,0,4,52,28,191,200,203,220,215,184,196,157.8,199.9,220.3,0,0,0,0,0
15372,3,0,0,0,6,24,10,133,138,142,156,143,159.1,151.2,98.8,168.1,180.4,0,0,0,0,0
15373,4,0,0,1,3,60,15,165,173,176,187,177,161.6,201.1,237,227.8,219.5,0,0,0,0,1
15374,3,0,1,0,3,124,21,371,366,369,371,377,388.9,347.3,378.7,391.7,414.7,0,0,0,0,0
15375,3,0,0,1,3,76,19,210,208,200,218,223,186.1,209.9,248.4,233.7,210.9,1,0,0,0,0
15376,3,0,0,1,6,28,20,178,158,173,188,181,208.4,176.3,201.9,217,217.4,0,0,0,1,0
15377,2,0,0,1,3,92,23,287,289,273,275,275,269.8,229.5,235.2,216.1,229.3,0,0,0,1,1
15378,5,0,0,0,4,40,18,145,145,139,136,139,140.9,151.8,136.5,115.8,119.3,0,0,0,0,0
15379,5,0,0,0,2,96,14,190,181,185,177,168,147.3,165.6,197.4,158.2,206.4,0,0,0,0,0
15380,2,0,0,0,6,32,20,167,180,180,182,175,130.8,170.1,166.2,204.8,168.4,0,0,0,0,0
15381,3,0,0,0,1,140,14,118,121,138,142,138,188.2,171.5,216.3,178.1,126.1,0,0,0,0,0
15382,4,0,0,0,3,48,24,139,145,168,157,156,138.7,152.3,164.5,122.7,201.7,0,1,0,0,0
15383,2,0,0,0,3,60,15,194,191,181,180,178,165.8,197.6,177.4,148.2,170,0,0,0,0,0
15384,3,0,0,0,5,36,27,168,179,175,181,176,175.6,211.2,214,190.4,172.4,0,0,0,0,0
15385,4,0,0,0,5,40,25,180,189,191,176,180,157.2,199.6,162.7,129.2,151.9,0,1,0,0,0
15386,2,0,0,0,1,184,30,180,176,168,182,184,182.4,148.9,134.8,176.7,193.5,0,0,0,0,0
15387,3,0,0,0,1,212,22,207,217,213,212,212,155.2,163.3,153.3,122.3,175.1,0,0,0,0,0
15388,4,0,0,0,4,32,25,127,119,119,124,120,84.5,77.7,60.1,48.1,58.8,0,0,0,0,1
15389,5,0,0,1,10,20,19,173,171,175,167,166,218.3,203,190,215.6,178.9,0,0,1,0,0
15390,5,0,0,0,4,44,16,186,166,178,161,160,151.7,172.6,172.6,123.5,136.9,0,0,0,0,0
15391,3,0,0,0,1,192,19,185,172,183,177,190,159.1,182.7,150.4,225.3,245.9,0,0,0,0,0
15392,3,0,0,1,11,24,21,273,260,242,255,262,275.9,253.3,221.9,237.1,250.2,1,0,0,1,1
15393,2,0,0,0,6,32,18,192,183,179,172,166,201,212.6,187.3,168.8,147,0,0,0,0,0
15394,4,0,0,0,6,32,24,155,169,173,189,201,167.6,182.2,214.1,216.3,179.8,0,0,0,0,0
15395,4,0,0,0,7,24,11,125,132,146,158,165,99.1,129.8,138.2,172.9,208.8,0,0,0,0,1
15396,3,0,0,0,1,140,26,106,132,128,143,137,97.5,123.5,136.7,130.4,136.1,0,0,0,0,0
15397,5,0,0,0,2,64,16,129,128,136,127,123,127.9,102.4,118.9,156.4,100.5,0,1,0,0,0
15398,3,0,0,0,4,44,18,177,170,178,174,173,191.9,227.1,244,188.8,138.2,0,0,0,0,1
15399,3,0,0,0,5,48,26,217,217,221,212,196,154.2,166.5,163.3,150.6,179.7,1,0,0,0,0
15400,5,0,0,0,4,32,19,112,149,139,121,105,141.4,125.1,147.2,96,89.3,0,0,0,0,0
15401,4,0,0,0,5,28,19,131,123,135,134,133,112.2,101.3,116,101.5,143.5,0,0,0,0,0
15402,4,0,0,0,3,40,17,130,123,126,115,116,129.1,157,111.8,92.5,49.2,0,0,0,0,0
15403,3,0,0,0,3,60,20,172,170,173,157,163,256.8,214.9,147.9,90.5,101.2,0,0,0,0,0
15404,3,0,0,0,1,180,21,180,180,172,168,173,200.4,190.6,157.3,136.7,153.3,0,0,0,0,0
15405,5,0,0,1,1,228,23,243,225,214,226,208,245.1,198,255.6,233.5,250.1,0,0,0,1,0
15406,5,0,1,0,7,56,27,369,377,383,378,374,363.2,391.4,384.8,364.5,385.4,0,0,0,0,0
15407,3,0,0,0,5,28,17,125,124,130,134,151,143.1,155.7,192.8,170.6,181.1,0,0,0,0,1
15408,3,0,0,0,4,56,20,219,216,219,231,212,225.7,142.1,179,197.1,179.5,0,0,0,0,0
15409,1,0,0,0,8,20,24,140,143,148,137,137,123.1,102,129.6,81.6,83.2,0,0,0,0,0
15410,3,0,0,0,5,36,18,184,170,169,181,170,157.8,207.9,161.9,178.3,136.9,0,0,0,0,0
15411,5,0,1,0,6,48,28,258,256,260,265,272,311,342.1,307.1,295.7,297.8,0,0,0,1,0
15412,2,0,0,0,3,48,16,135,123,116,125,135,182.7,150.4,144.3,151.5,111.9,0,0,0,0,0
15413,4,0,0,1,4,52,21,202,200,201,210,211,213.6,221.6,205,192.9,185,1,0,0,1,0
15414,4,0,0,0,6,24,15,124,116,140,147,143,217.9,166.4,182.8,209.3,163.8,0,1,0,0,0
15415,3,0,0,1,2,132,17,259,261,264,258,263,245.1,249.5,260.8,241.5,254.2,1,0,0,1,0
15416,4,0,0,0,5,28,16,122,133,131,121,126,158.9,177.8,161,185.5,129.3,0,0,0,0,0
15417,4,0,0,0,6,20,25,117,104,114,120,143,69.7,112,171.6,144.7,128.4,0,0,0,0,0
15418,2,0,0,0,6,24,24,132,144,141,141,138,134.6,146.6,145.5,155.4,133.1,0,0,0,0,0
15419,1,0,0,0,1,164,21,170,171,172,163,165,210,167.7,178.4,164.2,150.2,0,0,0,0,0
15420,2,0,0,0,4,44,14,165,168,168,167,173,162,166.1,177.9,132.9,163,0,0,0,0,0
15421,4,0,0,0,2,68,19,134,134,143,139,136,106.5,133.3,180.9,189,164.4,0,0,0,0,0
15422,5,0,0,0,5,32,17,148,145,144,150,130,131.8,135.9,146.1,135.4,135.3,0,0,0,0,0
15423,5,0,0,1,4,56,25,217,223,223,221,212,214.1,261,264.2,259.4,202.6,0,0,0,1,1
15424,5,0,0,0,2,64,20,127,124,129,129,132,138.3,144,134.7,144.7,138.6,0,0,0,0,0
15425,3,0,0,0,3,44,21,123,127,124,125,140,160.6,143,146.6,116.3,136.3,0,0,0,0,0
15426,3,0,0,1,5,36,20,171,169,170,170,166,199.1,207,198,215,181.5,0,0,0,0,0
15427,3,0,0,0,2,92,20,182,175,176,173,174,201.9,222.2,188.7,151.4,174.6,0,0,0,0,0
15428,4,0,0,0,5,40,22,175,162,164,163,183,198.4,179.1,177.7,182.1,206.4,0,0,0,0,0
15429,1,0,0,0,3,44,27,129,131,140,144,146,156.8,184.7,208.8,190.1,174.1,0,0,0,0,1
15430,4,0,0,1,1,220,28,227,220,214,217,216,210.5,211.3,199.4,207.2,229,0,1,0,0,0
15431,1,0,1,0,3,92,23,281,284,271,275,281,326,331.6,327.9,311.8,272.7,0,0,0,1,0
15432,4,0,0,1,6,36,19,227,221,216,219,234,201.6,232.6,275.4,303.9,292.2,0,1,0,1,0
15433,3,0,0,0,4,36,21,141,137,134,131,129,136.1,141,104.6,149.6,100.8,0,0,0,0,0
15434,3,0,0,0,4,36,21,116,128,132,139,133,92.6,122.9,129.5,111.9,132.3,0,0,0,0,0
15435,2,0,0,1,2,100,19,214,196,209,193,195,223.9,211.7,214.2,212.1,170.5,0,1,0,0,0
15436,4,0,0,0,2,72,19,158,149,128,139,137,166.6,201.9,188.5,163,157.1,0,0,0,0,0
15437,5,0,0,0,3,52,18,152,149,145,154,133,146.8,164.6,149.6,106,104,0,0,0,0,0
15438,1,0,0,0,3,44,16,126,120,127,127,126,72.8,120.6,124.6,157.8,134.4,0,0,0,0,0
15439,2,0,0,0,5,28,17,115,122,123,125,117,101.5,91.3,94.1,98.4,70.2,0,0,0,0,0
15440,3,0,0,1,4,48,23,168,174,179,161,155,280.6,245.5,193.2,182.5,156.7,0,0,0,1,0
15441,1,0,0,1,3,92,28,255,248,270,269,249,245,231.5,240.2,277.1,273.2,0,1,0,0,0
15442,5,0,0,1,3,100,19,294,292,289,282,292,290,274.5,273.9,281.6,260.9,0,0,0,0,0
15443,4,0,0,0,2,104,16,194,205,217,210,205,189.8,179.1,156.4,188.4,215.3,0,0,0,0,0
15444,5,0,0,0,1,96,17,85,96,84,93,114,127.4,56.6,32.7,50.8,69.8,0,0,0,0,0
15445,5,0,0,1,7,36,21,242,243,241,238,228,291,221.8,226.8,239.6,181.8,1,1,0,0,1
15446,2,0,0,0,3,48,16,145,132,139,137,140,105.6,105.4,55.7,90,119,0,1,0,0,0
15447,4,0,0,0,4,40,18,119,133,134,151,152,151,163.3,119.5,161.4,166.6,0,0,0,0,0
15448,1,0,0,1,5,64,25,332,313,313,305,302,250.4,214.4,233.8,263.3,278.9,1,0,0,0,0
15449,5,0,0,0,8,20,19,129,132,136,133,124,153.7,169.8,206.1,177.1,143.7,0,0,0,0,0
15450,2,0,0,1,6,40,18,221,226,222,212,223,214.3,215.1,241.5,239.7,268.5,0,0,0,1,0
15451,4,0,0,0,5,36,16,177,171,165,161,170,121.5,163.2,178.8,177.2,152.3,0,0,0,0,0
15452,2,0,0,0,3,56,14,172,172,165,164,164,125.8,148.1,106.7,134.3,129.2,0,1,0,0,0
15453,3,0,0,1,1,204,22,207,201,213,218,211,194.8,223.2,211,216.2,184.1,0,0,0,0,0
15454,3,0,0,0,1,136,19,183,179,170,170,133,218.2,214.4,187.2,120.5,127.4,0,0,0,0,0
15455,3,0,0,0,5,44,17,218,213,207,199,204,182.1,179.1,174.2,225.4,219.2,0,0,0,0,0
15456,1,0,0,0,3,60,25,175,172,166,175,183,140.3,119.6,127.4,167.8,203.9,0,0,0,0,0
15457,1,0,0,0,6,36,21,215,203,215,197,161,121,100.6,79,117.3,158.6,0,0,0,0,1
15458,1,0,0,0,7,20,20,146,123,138,134,131,85.4,99.6,86.5,72.6,137,0,0,0,0,0
15459,2,0,0,0,3,60,21,182,177,173,179,175,157.3,190,168.6,188.4,196.4,0,0,0,0,1
15460,1,0,1,0,5,64,21,422,442,372,318,335,330.5,350.5,322.8,316.7,333.8,0,0,0,0,0
15461,3,0,0,0,8,20,15,146,144,134,146,142,173.3,141.2,149.7,183.4,161.7,0,0,0,0,0
15462,4,0,0,0,8,0,26,45,65,10,68,79,100.3,83.6,72.9,125.8,149,0,0,0,0,0
15463,3,0,0,0,4,44,19,172,170,164,140,127,161.9,87.9,113.8,109.1,118.7,0,1,0,0,0
15464,4,0,0,0,4,52,20,205,197,201,203,198,184.7,192.5,198.8,193,205.2,1,0,0,0,1
15465,2,0,0,1,3,88,20,241,248,249,254,253,275.1,243,269.8,271.7,262.5,0,1,0,0,0
15466,2,0,0,0,2,88,23,176,181,171,172,172,114.7,154.6,176.5,164.2,113.6,0,0,0,0,1
15467,3,0,0,0,7,20,17,123,122,128,137,138,133.4,153.9,141.5,189.9,149.7,0,0,0,0,0
15468,3,0,0,0,2,96,22,190,182,191,193,177,184.3,159.5,178.3,157.7,192.9,0,0,0,0,0
15469,5,0,0,0,5,36,17,176,163,156,164,167,157.3,155.5,161.6,166.2,140.7,0,0,0,0,0
15470,4,0,0,0,3,52,18,153,150,128,110,109,182.1,158.6,161.7,166.2,137.5,0,0,0,0,0
15471,4,0,0,0,7,20,13,139,134,134,122,119,80.9,108.4,115.3,97.7,64.5,0,1,0,0,0
15472,3,0,0,0,4,40,22,168,151,146,146,156,125.7,91.7,105.9,126.7,154.5,0,0,0,0,0
15473,3,0,0,0,7,32,16,210,230,126,123,124,193.9,149.5,152.8,151.4,127.8,0,0,0,0,0
15474,2,0,0,1,7,36,22,242,240,248,237,249,248.1,231.1,232.5,247.2,290.1,0,1,0,0,0
15475,5,0,0,0,3,52,20,134,149,159,174,170,167.5,126.3,115.6,145.7,156.4,0,0,0,0,0
15476,1,0,1,0,2,180,20,360,398,385,410,397,377.5,407.7,390.4,359.6,431.7,0,1,0,1,0
15477,1,0,0,0,3,48,11,141,134,137,152,151,105.6,162.1,173.4,174.7,219.8,0,0,0,0,0
15478,1,0,0,1,2,128,22,252,245,241,242,247,248.6,286.7,298.3,265.9,286.9,0,1,0,0,0
15479,2,0,1,0,9,40,32,312,321,334,333,318,318.6,339.5,329.8,327.9,317.9,0,0,0,1,0
15480,2,0,0,0,6,24,22,131,142,136,123,122,72.5,103.2,103,119.5,103,0,0,0,0,0
15481,3,0,0,0,7,28,27,161,166,170,177,165,200.8,201.3,119.7,115.9,129.9,0,0,0,0,0
15482,1,0,0,0,4,40,17,141,142,151,149,151,75.3,85.5,113.4,141.2,152.3,0,0,0,0,0
15483,3,0,0,1,1,204,24,213,206,201,219,227,208,246,245.2,240.8,244.2,0,0,0,0,0
15484,3,0,0,0,5,28,18,137,140,139,134,140,160.3,153,184.8,171.6,163.7,0,0,0,0,0
15485,3,0,0,0,7,20,17,105,116,113,114,122,168.4,115.2,72.4,96.5,106.2,0,0,0,0,0
15486,4,0,0,0,6,24,20,150,155,141,143,144,169.3,134.7,138.1,102.5,151,0,1,0,0,0
15487,3,0,0,1,4,44,27,122,141,164,165,167,220.4,216.8,204.6,184.6,203.1,0,0,0,0,0
15488,5,0,0,0,5,32,20,144,140,144,128,133,81.1,80,50.5,88.5,143.3,0,0,0,0,0
15489,5,0,0,1,3,72,26,209,208,206,216,215,191.5,165.7,192.5,259.6,244.4,1,0,0,0,1
15490,4,0,0,0,3,40,19,118,122,113,126,120,98.7,109.8,121.2,142.1,116.2,0,0,0,0,0
15491,3,0,1,0,5,76,18,383,365,360,370,374,359.1,376.6,370.9,373.7,378,0,0,0,1,0
15492,2,0,0,0,3,48,11,145,143,134,133,133,84.9,82.1,89.6,55.5,111.1,0,0,0,0,0
15493,2,0,0,0,2,96,24,184,163,167,184,189,171.5,135.5,168.8,176.5,219.7,0,0,0,0,0
15494,5,0,0,1,6,36,26,207,185,184,194,207,197.2,224.7,235.8,216.7,199.1,0,0,0,0,0
15495,1,0,0,0,5,36,28,178,175,167,177,182,171.5,144.1,167.3,189.4,229.8,0,0,0,0,0
15496,1,0,0,0,5,32,17,128,136,139,148,145,156.1,114.2,123.3,148.9,152.1,0,0,0,0,0
15497,4,0,0,0,3,40,21,125,130,128,120,118,141.8,132.8,150.1,94.6,81.9,0,0,0,0,0
15498,5,0,1,0,4,84,30,343,343,340,332,345,373.7,383.7,339.8,346.5,353,0,0,0,1,0
15499,3,0,0,0,6,28,18,152,139,150,151,141,148.4,127.1,148.2,141.3,166.4,0,0,0,0,0
15500,4,0,0,0,4,36,25,143,142,134,132,134,130.4,164.3,141.8,163.9,155.9,0,0,0,0,0
15501,1,0,0,0,1,140,15,132,137,131,136,129,129.5,145,175.9,182.8,183.7,0,0,0,0,0
15502,1,0,0,0,5,36,14,170,169,180,167,166,143.3,149.5,161,181.5,147.6,0,0,0,0,1
15503,2,0,0,0,1,120,23,136,127,128,120,110,136.1,125,56.4,100.5,116.9,0,0,0,0,0
15504,2,0,0,0,2,88,23,161,168,170,174,166,132.5,127.2,112.1,126.6,98.6,0,0,0,0,0
15505,2,0,0,0,3,48,22,139,143,139,135,139,189,211.2,153.9,132.5,147,0,1,0,0,0
15506,1,0,0,0,5,28,14,124,135,124,135,139,182.9,154.3,139.6,150.8,162.5,0,0,0,0,0
15507,3,0,0,0,3,52,23,124,128,128,153,158,106.7,84.6,91.1,133.7,141,0,0,0,0,0
15508,3,0,0,0,5,32,19,140,142,151,168,167,151.3,122.5,124.9,147.9,172.4,0,0,0,0,0
15509,4,0,0,0,2,88,14,179,177,175,179,178,210.6,179.2,153.1,145.5,160.1,0,0,0,0,0
15510,1,0,0,0,2,80,22,163,166,155,167,163,159.8,153.8,171.2,164.4,122.6,0,0,0,0,0
15511,4,0,0,0,6,32,22,181,174,171,170,175,141.4,164.9,161.3,127.2,165.8,0,0,0,0,0
15512,1,0,0,1,4,56,17,212,208,215,222,221,204,219.5,197.3,240.7,223.8,0,1,0,0,0
15513,4,0,0,0,1,156,14,136,149,154,144,128,162,143.7,101.7,92.9,95.6,0,0,0,0,0
15514,5,0,0,1,3,72,27,234,230,222,210,212,247.9,273.2,196,244.4,209.5,0,0,0,1,0
15515,1,0,0,0,6,28,15,138,144,145,157,154,160.8,148.1,120,163.9,134.1,0,0,0,0,1
15516,4,0,1,0,5,80,32,374,381,340,342,356,414.7,395.9,382.4,395.4,406.1,0,1,0,0,0
15517,4,0,0,0,5,36,19,130,152,187,230,168,139.9,130.2,75.5,72.4,152.2,0,0,0,0,1
15518,4,0,0,1,3,104,27,296,302,310,301,296,242.6,246.6,286.8,278.6,311.8,0,0,0,1,0
15519,2,0,0,0,0,0,20,147,155,142,136,142,145.7,192.5,218.9,141.6,103.5,0,0,0,0,0
15520,1,0,0,1,6,36,23,210,211,213,214,214,271.9,267.5,232.9,245.4,240.4,0,0,0,0,0
15521,2,0,0,1,7,36,30,247,235,232,242,241,243.7,246.5,242.6,246,217.5,0,0,0,0,1
15522,5,0,0,1,5,40,18,181,177,183,191,186,183.7,215,199.6,216.8,215.7,0,1,0,1,0
15523,1,0,0,0,4,44,19,143,157,169,152,157,151.1,155,158.5,145.9,151,0,0,0,0,0
15524,4,0,0,0,4,36,14,136,133,132,136,137,161.3,161.5,157.8,124.5,136.9,0,0,0,0,0
15525,2,0,0,1,5,40,31,214,195,183,178,184,223.4,200.1,207.2,216.2,153.6,0,0,0,0,0
15526,4,0,0,0,3,72,24,208,200,201,219,210,210.5,207.8,181.3,127.8,185.2,0,0,0,0,0
15527,2,0,0,1,3,60,24,169,198,209,206,210,234.3,261.9,269.2,270,252.3,0,1,0,0,0
15528,3,0,0,0,4,52,16,176,172,197,190,156,206.9,197.7,219,151.7,174.1,0,0,0,0,0
15529,1,0,0,0,3,48,22,145,144,136,135,132,177.3,159.6,140.9,150.2,104.2,0,0,0,0,0
15530,3,0,0,0,1,156,11,137,180,139,153,112,137.5,151.3,156.8,78.2,42.5,0,0,0,0,0
15531,1,0,0,0,0,0,13,116,109,118,123,118,147.9,162.8,159.4,188.6,84,0,0,0,0,0
15532,5,0,0,0,7,24,15,150,147,150,163,175,120.6,164.2,114.4,134.8,170.9,0,0,0,0,0
15533,1,0,0,1,3,76,21,224,218,213,206,210,234.3,238.5,256.9,261.9,275.4,0,0,0,1,1
15534,4,0,1,0,4,76,22,317,301,314,302,300,311.1,322.5,302.3,274.3,298.4,0,0,0,1,0
15535,5,0,0,0,5,28,22,139,131,125,133,126,149.6,145.6,137.6,109.7,114.4,0,0,0,0,0
15536,1,0,0,0,4,40,17,136,146,151,151,151,73.3,113,163.4,198.2,206,0,0,0,0,0
15537,5,0,0,0,0,0,25,136,139,125,127,122,243.9,224.6,221.3,186.2,120.3,0,1,0,0,0
15538,1,0,1,0,3,100,23,297,301,299,291,295,381.9,355.1,373.6,307.6,316.1,0,0,0,1,0
15539,5,0,0,0,1,144,17,138,143,140,136,139,163.1,163,173.9,212.5,161.8,0,0,1,0,0
15540,4,0,0,1,5,60,21,279,290,287,278,276,282.9,275.8,289.6,267.7,267.2,0,1,0,1,0
15541,3,0,0,0,4,28,23,155,136,89,104,89,151.4,113.2,99.5,63,58.1,0,0,0,0,0
15542,4,0,0,0,4,40,19,159,159,170,157,146,208.2,197.9,209.6,157.3,141.6,0,1,0,0,0
15543,4,0,0,0,7,24,27,159,163,165,169,173,186,168.6,192.1,228.4,216.2,0,0,0,0,0
15544,4,0,0,1,5,40,23,182,186,182,180,207,159.2,220.3,212.4,243.5,227.1,0,0,0,0,0
15545,2,0,0,0,5,28,14,138,140,138,138,134,210,209.5,192.3,162.6,135,0,1,0,0,0
15546,3,0,0,0,2,84,16,174,167,168,167,164,172.9,179.4,141.7,184.9,154.5,0,0,0,0,0
15547,4,0,0,1,3,84,30,245,241,205,234,252,201.7,167.2,206.1,206.5,220.8,1,0,0,1,1
15548,3,0,0,0,4,44,26,171,167,174,173,177,159.7,173.8,201.1,177.7,206.3,0,0,0,0,0
15549,1,0,0,1,7,36,24,210,212,227,240,233,202.8,205.3,222.5,198.5,200.4,0,0,0,0,0
15550,4,0,0,1,1,176,17,174,171,164,168,171,201.2,221.5,245.5,229.5,143.4,0,0,0,0,0
15551,2,0,0,0,4,36,17,146,137,138,139,134,80.4,55.9,50.5,85,121.1,0,0,0,0,0
15552,5,0,0,0,1,140,17,136,133,140,165,160,133.5,135.3,164.9,151.8,176.9,0,1,0,0,0
15553,3,0,0,0,4,40,22,159,156,157,151,155,102.2,95.7,154.5,119.6,154.1,0,1,0,0,0
15554,1,0,0,0,8,28,17,204,198,206,208,199,181.1,232.8,209,186.1,154.8,0,0,0,0,0
15555,5,0,0,0,5,32,27,152,144,138,133,119,131.8,128.4,114.5,89.1,120.2,0,0,0,0,0
15556,3,0,0,0,6,32,17,171,176,173,176,172,146.6,148.5,180.3,161.8,185.1,0,0,0,0,0
15557,2,0,0,0,7,28,21,191,186,178,183,176,186.2,201.8,156.1,165.3,187.3,0,0,0,0,0
15558,1,0,0,1,2,128,16,212,223,226,238,250,272.6,284.3,257.5,254.3,286.6,0,0,0,0,0
15559,3,0,0,0,5,36,34,175,163,156,160,164,148.6,148.5,152.1,159.9,180.9,0,0,0,0,0
15560,5,0,0,0,4,32,15,115,123,122,121,130,130.7,121.5,114.1,105.3,93.7,0,0,0,0,0
15561,2,0,0,0,4,36,22,132,146,164,170,170,150.7,143.6,193.4,194.5,195.3,0,0,0,0,0
15562,4,0,0,0,1,184,18,193,201,184,182,169,184.9,163,175.2,145.6,170.8,0,0,0,0,0
15563,1,0,0,0,4,44,21,173,175,173,177,175,148.6,174.7,174.7,191.8,177.7,0,0,0,0,0
15564,4,0,0,0,4,32,21,141,137,132,125,124,112.9,142.6,147.5,126.1,77.2,0,0,0,0,0
15565,3,0,0,1,3,76,17,228,234,248,250,278,281.6,270,286.9,312.2,308.1,0,1,0,0,0
15566,1,0,0,0,1,128,15,138,128,129,117,133,165.6,109.2,115.1,145.6,143.7,0,0,0,0,0
15567,1,0,0,0,3,48,15,145,147,153,138,139,76,89.9,133.1,147.1,139.6,0,0,0,0,1
15568,4,0,0,0,3,44,23,129,132,131,134,136,170.2,151.7,169.2,144.6,157.5,0,1,0,0,0
15569,1,0,0,0,5,36,21,161,163,165,172,180,143.4,161.8,162.3,157.1,213,0,0,0,0,0
15570,5,0,0,0,7,24,14,137,137,134,142,139,144,147.3,140.2,172.7,198.1,0,1,0,0,0
15571,1,0,0,1,2,112,16,210,223,208,211,211,319.9,267.3,255.1,190.7,224.7,0,0,0,1,0
15572,5,0,0,0,2,64,21,123,127,125,124,122,103.4,160.6,181.9,136,109.5,0,0,0,0,0
15573,2,0,0,1,2,108,14,222,188,209,236,213,246.8,236.7,188.7,213.7,194.2,1,0,0,1,0
15574,4,0,1,0,5,60,25,301,293,288,290,294,300.3,296,312.5,286.2,306.6,0,0,0,1,0
15575,1,0,0,0,3,64,21,173,183,170,159,162,151.3,149.8,189.8,124.6,121.2,0,0,0,0,0
15576,1,0,0,0,5,32,23,126,137,136,142,133,155.8,159.2,172.3,137.8,122,0,0,0,0,0
15577,3,0,0,0,5,32,10,131,130,144,144,154,175.8,177,203.5,198,177.9,0,0,0,0,0
15578,1,0,0,0,6,24,28,140,142,131,142,137,186.2,190.5,199,148.2,134.4,0,0,0,0,1
15579,4,0,0,1,2,92,31,126,69,90,182,219,235.9,281.9,259.9,216.1,237.9,0,0,0,0,0
15580,3,0,1,0,6,64,23,364,362,361,349,356,349.5,333.2,322.2,352.2,339.6,0,0,0,1,0
15581,1,0,0,0,2,84,24,164,165,168,178,177,143.3,152.5,167.3,198.1,220.6,0,0,0,0,0
15582,2,0,0,0,7,20,17,126,126,135,138,135,172.5,152.8,200.9,182.2,142.6,0,0,0,0,1
15583,4,0,0,0,1,156,16,140,141,154,145,148,100.3,139.6,144,147.4,139.1,0,0,0,0,0
15584,2,0,0,0,2,84,23,178,161,162,160,168,112.4,103.7,130.5,150.6,149.6,0,1,0,0,0
15585,2,0,0,0,7,28,16,177,183,175,180,176,176.5,192.1,160.7,199.9,191.8,0,0,0,0,0
15586,4,0,0,1,6,28,16,176,165,168,162,213,197.1,231.9,229.4,250.2,241.6,0,0,0,0,0
15587,1,0,0,0,1,188,24,164,173,173,179,186,159.8,170.5,175.7,213.6,211,0,0,0,0,0
15588,2,0,0,0,2,80,21,125,128,136,145,153,125.2,139.1,180.1,165.5,159.2,0,1,0,0,0
15589,3,0,1,0,8,40,24,286,277,306,295,298,271.2,292.1,318,321.6,313.2,0,0,0,1,0
15590,1,0,0,0,4,40,14,145,140,132,131,124,132.7,87.1,75.5,127.8,101.2,0,0,0,0,0
15591,1,0,0,1,4,48,19,169,179,177,178,179,188.7,193.8,237.6,235.3,182.8,0,0,0,1,0
15592,2,0,1,0,2,176,16,337,339,335,343,349,356.6,358.4,388.1,374.3,394.9,0,0,0,1,0
15593,5,0,0,0,3,56,23,173,170,165,163,163,109.3,118.8,100,89.8,95.6,0,0,0,0,0
15594,1,0,1,0,3,112,20,332,393,376,277,287,427.8,424,415.6,399.5,327.4,0,0,0,1,0
15595,3,0,0,0,8,24,17,148,158,161,178,164,166.7,172.1,189.1,188.6,180.1,0,0,1,0,0
15596,4,0,0,0,3,44,20,122,127,129,130,131,174,171.2,176.9,155.4,160.6,0,0,0,0,0
15597,3,0,0,0,4,44,16,165,174,183,181,174,161.5,137.7,141.6,137.1,195.7,0,0,0,0,0
15598,3,0,0,0,4,52,23,223,225,223,218,205,199.8,209.7,187.2,175.1,178,0,0,0,0,0
15599,1,0,0,1,3,52,19,147,136,128,133,135,230.2,237.4,238.3,232.4,187.7,0,0,0,0,0
15600,3,0,0,1,4,56,23,210,214,209,204,208,172.8,200.2,202.9,195.9,242.6,0,0,0,1,0
15601,4,0,0,0,7,0,13,131,128,108,110,115,123.6,132.5,182.1,107.2,65.7,0,0,0,0,0
15602,4,0,0,0,3,68,29,217,218,213,210,203,70.9,89.7,107,115.5,163.7,0,0,0,0,0
15603,3,0,0,0,2,68,18,139,159,129,149,171,101.9,152.4,159.7,193.4,170.9,0,0,0,0,0
15604,4,0,0,1,4,44,16,189,183,176,175,178,231.3,191.7,210.3,199.3,207.4,0,0,0,1,0
15605,2,0,0,0,3,64,28,185,185,175,180,185,157.4,226.6,214.5,194.6,194.8,0,0,0,0,0
15606,5,0,0,1,6,36,31,211,214,219,212,223,184.6,210.9,236.5,268.3,242.6,0,0,0,1,0
15607,4,0,0,0,3,48,23,117,115,122,136,135,137.4,172.3,132.1,150.5,123.2,0,0,0,0,0
15608,2,0,0,0,3,44,24,139,132,126,129,126,185.1,115.1,114.9,155.4,159.5,0,1,0,0,0
15609,1,0,1,0,2,152,23,300,323,292,290,279,325.9,366.2,355.2,333.8,324.8,0,0,0,0,0
15610,3,0,0,0,5,28,25,132,128,132,146,138,115.5,101.7,116.3,120.3,122.5,0,0,0,0,0
15611,3,0,0,0,6,28,18,174,165,158,149,149,113.4,128.3,165.5,175.4,149.7,0,0,0,0,0
15612,5,0,0,0,5,36,22,111,85,101,87,162,155.9,152.8,181.8,175.7,164.5,0,1,0,0,0
15613,1,0,0,0,3,44,18,135,130,138,132,134,161.8,115.4,111.8,152.8,127.9,0,1,0,0,0
